order_id,city,category,customer_type,order_time,distance_km,order_value,delivery_fee,rider_cost,dark_store_cost,discount,delivery_time,gross_margin,contribution_margin,peak_hour
1004,Pune,Groceries,Regular,2025-03-07 13:22:00,4.4,344.14,41.8,64.2,37.04,79.8,20.2,53.90903680910272,-85.33,1
1005,Pune,Electronics,Premium,2025-03-02 08:08:00,5.6,508.65,15.59,65.22,48.62,70.63,25.97,116.28417042820718,-52.6,0
1006,Hyderabad,Groceries,Premium,2025-05-22 02:36:00,2.94,420.93,15.04,62.18,22.96,10.61,17.59,70.82347187914691,-9.89,0
1007,Delhi,Groceries,Regular,2025-03-19 02:05:00,5.12,275.37,38.68,74.03,46.55,39.62,25.24,67.9452734946189,-53.57,0
1008,Delhi,Cafe,Regular,2025-06-23 10:28:00,5.28,549.24,40.51,74.22,40.73,51.4,21.62,98.27310298746733,-27.57,0
1009,Delhi,Beauty,Discount-Seeker,2025-04-28 18:26:00,1.08,434.09,19.06,41.98,40.08,32.74,19.99,69.99132454975573,-25.75,0
1010,Hyderabad,Beauty,Regular,2025-01-05 17:49:00,1.59,401.36,20.57,53.41,29.05,32.07,12.93,80.97283722705893,-12.99,0
1011,Delhi,Groceries,Discount-Seeker,2025-06-15 20:16:00,1.32,520.61,37.47,47.53,44.36,60.14,18.13,107.89214596805387,-6.67,1
1012,Pune,Beauty,Discount-Seeker,2025-01-18 20:25:00,3.07,559.86,32.51,60.63,45.35,42.47,14.32,108.05657782416226,-7.88,1
1013,Bangalore,Beauty,Premium,2025-05-10 19:43:00,2.61,453.94,21.53,58.41,37.57,45.18,17.13,103.57884836794338,-16.05,1
1014,Mumbai,Groceries,Premium,2025-04-09 03:43:00,4.86,555.5,23.95,63.89,33.39,2.32,22.06,117.2902474650258,41.64,0
1015,Hyderabad,Beauty,Premium,2025-05-18 08:18:00,3.02,513.08,27.57,52.99,37.85,44.31,18.92,111.26855976739994,3.69,0
1016,Hyderabad,Beauty,Regular,2025-04-01 16:55:00,2.1,560.21,24.81,54.87,42.03,38.02,14.42,123.50940869880054,13.4,0
1017,Pune,Cafe,Premium,2025-04-04 09:08:00,1.46,462.27,35.38,49.19,33.9,37.13,11.18,81.40391566114697,-3.44,0
1018,Hyderabad,Groceries,Discount-Seeker,2025-03-13 05:12:00,0.75,392.06,43.96,44.51,44.47,16.66,15.28,85.90589282973681,24.23,0
1019,Mumbai,Groceries,Regular,2025-05-09 11:14:00,3.2,591.51,34.12,55.66,38.01,48.81,22.2,99.22858680329502,-9.13,0
1020,Mumbai,Groceries,Regular,2025-01-05 22:59:00,2.28,290.04,24.99,49.71,38.21,26.39,13.74,67.06205361922524,-22.26,0
1021,Hyderabad,Groceries,Regular,2025-05-11 02:34:00,0.7,464.51,16.35,48.01,42.69,79.65,13.53,71.07320237235847,-82.93,0
1022,Hyderabad,Cafe,Regular,2025-01-20 22:30:00,5.07,437.09,43.96,69.18,37.8,49.33,23.25,90.07823233632142,-22.27,0
1023,Mumbai,Groceries,Discount-Seeker,2025-05-09 18:09:00,3.31,400.25,32.08,62.62,32.98,50.78,23.05,87.24561459467566,-27.05,0
1024,Mumbai,Cafe,Premium,2025-02-01 07:00:00,3.31,400.35,22.36,60.22,39.78,32.44,16.01,84.04063144609,-26.04,0
1025,Pune,Groceries,Discount-Seeker,2025-01-15 15:16:00,3.07,383.1,44.59,60.23,34.78,9.99,16.85,69.50328490278119,9.09,0
1026,Delhi,Groceries,Discount-Seeker,2025-01-29 07:11:00,3.85,360.54,23.64,66.16,33.2,70.03,21.65,60.91141404136428,-84.84,0
1027,Hyderabad,Cafe,Discount-Seeker,2025-02-21 22:59:00,3.46,306.28,41.17,57.31,30.61,5.56,22.46,68.31318814485438,16.0,0
1028,Delhi,Groceries,Discount-Seeker,2025-04-07 16:32:00,1.17,294.83,30.81,52.0,43.27,44.66,13.93,49.11726351285896,-60.0,0
1029,Mumbai,Groceries,Regular,2025-01-23 03:23:00,1.62,359.92,32.74,41.12,40.29,19.53,17.27,76.01059855062744,7.81,0
1030,Delhi,Beauty,Premium,2025-03-17 23:06:00,2.91,453.32,35.32,47.99,32.49,2.95,23.09,70.93828619924747,22.83,0
1031,Mumbai,Cafe,Regular,2025-05-11 03:58:00,5.94,320.14,43.62,69.48,47.28,53.67,26.02,63.72303617075815,-63.09,0
1032,Chennai,Cafe,Regular,2025-05-15 10:55:00,0.64,220.13,20.49,47.86,41.87,9.01,14.45,34.2399658385211,-44.01,0
1033,Chennai,Groceries,Discount-Seeker,2025-06-20 06:01:00,3.9,370.57,34.56,55.5,20.57,10.7,17.51,79.85317411530008,27.64,0
1034,Mumbai,Groceries,Regular,2025-04-11 18:40:00,5.69,487.04,39.24,73.76,41.71,71.76,22.01,85.75883112283752,-62.23,0
1035,Hyderabad,Cafe,Premium,2025-02-12 06:16:00,4.24,452.54,23.7,58.0,27.63,22.31,24.45,97.11137491541608,12.87,0
1036,Pune,Beauty,Premium,2025-04-24 09:53:00,5.01,371.06,18.18,64.18,37.52,63.42,24.37,81.56358990126292,-65.38,0
1037,Hyderabad,Groceries,Premium,2025-05-29 15:21:00,3.11,442.39,33.38,53.87,44.99,75.2,21.36,87.46810519285678,-53.21,0
1038,Chennai,Cafe,Discount-Seeker,2025-03-08 18:36:00,1.64,626.4,28.06,54.77,26.5,29.13,20.33,147.99950915822245,65.66,0
1039,Hyderabad,Beauty,Regular,2025-03-01 00:22:00,2.62,535.02,17.86,51.86,30.62,77.21,17.16,83.64770821790864,-58.18,0
1040,Hyderabad,Groceries,Regular,2025-03-31 17:29:00,2.23,571.17,34.55,44.22,40.87,18.54,13.63,92.51767744256257,23.44,0
1041,Hyderabad,Groceries,Discount-Seeker,2025-02-11 11:00:00,1.73,560.85,26.34,52.34,28.69,76.59,15.88,109.5360543536024,-21.74,0
1042,Mumbai,Cafe,Regular,2025-02-09 19:57:00,5.18,498.25,24.71,61.67,27.89,68.59,23.02,103.54016345038971,-29.9,1
1043,Delhi,Cafe,Regular,2025-02-13 02:46:00,1.9,208.35,37.25,51.3,35.83,24.85,12.72,33.89735594245561,-40.83,0
1044,Pune,Cafe,Discount-Seeker,2025-01-05 03:11:00,1.67,452.04,26.54,53.34,32.17,75.68,18.44,101.55059255380614,-33.1,0
1045,Chennai,Groceries,Premium,2025-06-11 10:39:00,5.39,192.39,43.87,64.74,25.98,14.69,19.92,41.139672786860025,-20.4,0
1046,Hyderabad,Groceries,Regular,2025-01-05 13:46:00,0.89,240.83,33.11,47.95,43.42,6.63,10.7,38.46503159989985,-26.42,1
1047,Chennai,Groceries,Regular,2025-02-15 07:11:00,5.17,443.88,21.12,61.72,43.49,70.39,20.35,97.42084088006943,-57.06,0
1048,Pune,Groceries,Regular,2025-06-14 06:56:00,5.25,410.87,27.98,68.54,26.13,57.75,26.79,89.47078867256995,-34.97,0
1049,Bangalore,Cafe,Premium,2025-04-26 23:35:00,5.57,395.35,40.8,64.17,33.89,23.69,23.04,97.20024128683956,16.25,0
1050,Delhi,Groceries,Regular,2025-04-06 01:18:00,0.9,405.4,24.98,37.19,39.9,50.01,10.06,78.11564966727674,-24.0,0
1051,Delhi,Groceries,Premium,2025-01-04 12:21:00,3.59,538.05,17.77,60.79,36.07,59.81,24.7,82.3541766081246,-56.55,1
1052,Pune,Groceries,Premium,2025-04-14 17:50:00,4.85,474.53,34.97,63.25,27.79,6.15,19.58,86.32919064849071,24.11,0
1053,Bangalore,Groceries,Regular,2025-04-15 22:40:00,2.77,177.51,19.98,60.79,37.4,62.4,21.45,39.44243183036668,-101.17,0
1054,Mumbai,Groceries,Regular,2025-06-12 09:10:00,3.98,328.2,16.49,66.15,21.39,20.18,19.12,75.93149783415899,-15.3,0
1055,Delhi,Groceries,Premium,2025-02-18 14:55:00,3.31,498.83,16.0,58.97,35.17,31.61,16.36,97.49987256824693,-12.25,1
1056,Pune,Cafe,Discount-Seeker,2025-05-11 22:54:00,2.69,341.65,16.91,59.61,49.67,63.0,22.87,56.16752811415464,-99.2,0
1057,Bangalore,Groceries,Regular,2025-06-05 02:27:00,4.37,622.95,37.15,62.61,45.16,68.09,19.56,118.47544791445146,-20.23,0
1058,Chennai,Groceries,Discount-Seeker,2025-05-07 12:13:00,3.86,523.58,35.21,63.16,29.08,61.49,15.9,88.13813360685096,-30.38,1
1059,Delhi,Groceries,Premium,2025-03-15 15:42:00,1.2,446.19,42.8,39.03,33.5,51.76,13.57,90.08359361338617,8.59,0
1060,Pune,Groceries,Premium,2025-04-14 08:50:00,4.38,228.86,24.31,56.52,29.2,74.3,20.57,43.066024460237806,-92.64,0
1061,Delhi,Groceries,Premium,2025-01-21 03:15:00,1.24,430.86,31.06,39.94,28.18,13.14,16.77,84.79942457938891,34.6,0
1062,Hyderabad,Beauty,Discount-Seeker,2025-02-06 21:37:00,1.15,449.86,17.07,51.44,37.93,35.36,16.27,98.11416493957444,-9.55,1
1063,Bangalore,Groceries,Premium,2025-03-31 02:05:00,4.76,511.27,16.03,62.53,20.14,65.47,25.3,126.15036328403345,-5.96,0
1064,Delhi,Groceries,Regular,2025-06-26 04:48:00,3.09,731.62,29.39,63.27,36.83,61.52,17.05,131.10884973701997,-1.12,0
1065,Bangalore,Cafe,Premium,2025-01-15 08:16:00,2.79,297.69,32.78,57.93,25.56,37.77,15.77,72.33241802964811,-16.15,0
1066,Pune,Groceries,Discount-Seeker,2025-02-05 15:11:00,1.17,310.83,22.44,46.05,42.88,61.05,12.07,60.58622885987369,-66.95,0
1067,Bangalore,Groceries,Regular,2025-01-25 01:58:00,2.58,521.39,43.38,54.64,36.39,46.04,22.15,118.53890209302105,24.85,0
1068,Mumbai,Groceries,Discount-Seeker,2025-06-20 22:25:00,3.07,547.99,34.11,55.75,35.39,67.22,17.19,126.38187697355835,2.13,0
1069,Chennai,Cafe,Regular,2025-02-12 23:29:00,4.05,492.14,27.15,66.71,22.6,30.88,17.4,99.22185620272897,6.18,0
1070,Chennai,Beauty,Regular,2025-02-17 22:52:00,5.26,606.14,28.15,69.12,34.36,31.06,25.23,109.247439993229,2.86,0
1071,Bangalore,Groceries,Regular,2025-06-09 15:43:00,1.37,382.58,16.05,40.5,31.36,42.68,12.77,94.62048897787977,-3.87,0
1072,Mumbai,Groceries,Regular,2025-06-08 16:01:00,5.82,544.14,31.58,70.63,25.23,49.69,28.6,121.94334599530809,7.97,0
1073,Pune,Groceries,Regular,2025-04-24 03:31:00,3.26,403.48,17.3,51.23,41.25,23.04,23.66,76.7122418988572,-21.51,0
1074,Pune,Beauty,Premium,2025-02-28 01:45:00,2.16,417.67,35.92,49.63,31.35,74.41,19.47,79.26325701769336,-40.21,0
1075,Mumbai,Groceries,Regular,2025-01-12 03:50:00,0.68,469.74,16.53,39.68,41.37,71.42,12.2,94.63110639864112,-41.31,0
1076,Hyderabad,Beauty,Discount-Seeker,2025-05-01 18:44:00,1.84,496.11,41.49,48.4,38.35,19.94,15.76,88.58457832217744,23.38,0
1077,Pune,Groceries,Regular,2025-02-26 07:11:00,5.63,318.12,38.64,64.27,46.04,29.03,29.09,71.15313302403501,-29.55,0
1078,Chennai,Groceries,Premium,2025-02-28 11:25:00,2.53,468.04,23.77,50.9,44.69,15.87,16.32,104.62407489176425,16.93,0
1079,Mumbai,Cafe,Discount-Seeker,2025-01-17 04:00:00,4.42,519.49,38.2,69.21,36.12,5.63,19.75,109.13394609721354,36.37,0
1080,Hyderabad,Groceries,Regular,2025-01-19 12:04:00,5.45,333.49,32.52,64.96,33.0,79.67,26.72,81.64848530792203,-63.46,1
1081,Chennai,Cafe,Regular,2025-06-05 02:25:00,5.39,853.43,39.65,70.57,43.08,77.58,20.0,204.7083565976093,53.13,0
1082,Delhi,Groceries,Discount-Seeker,2025-01-01 22:15:00,3.51,475.74,25.96,58.29,36.43,3.94,18.6,116.40970876336257,43.71,0
1083,Bangalore,Beauty,Discount-Seeker,2025-01-25 13:07:00,1.57,531.9,20.86,48.22,48.09,29.08,15.83,128.81003401205538,24.28,1
1084,Bangalore,Groceries,Premium,2025-05-21 17:45:00,1.95,426.29,25.59,49.14,32.47,34.37,21.29,81.22011368600792,-9.17,0
1085,Pune,Cafe,Discount-Seeker,2025-03-11 17:50:00,1.0,434.69,22.04,50.75,34.16,44.31,19.65,70.743003899473,-36.44,0
1086,Chennai,Electronics,Discount-Seeker,2025-02-25 00:47:00,4.23,514.54,41.87,66.32,44.41,63.45,17.73,91.75788620015852,-40.55,0
1087,Chennai,Groceries,Premium,2025-05-27 08:11:00,2.8,416.86,23.89,47.72,34.2,17.2,15.99,70.78260897147088,-4.45,0
1088,Chennai,Groceries,Regular,2025-02-13 03:51:00,4.12,413.18,25.71,57.13,25.47,61.41,23.27,71.78352944018756,-46.52,0
1089,Chennai,Groceries,Regular,2025-02-07 21:35:00,5.12,550.16,16.27,63.17,33.65,30.67,26.43,91.55075160796184,-19.67,1
1090,Pune,Groceries,Discount-Seeker,2025-01-28 18:22:00,4.21,551.89,35.21,68.47,43.87,48.8,23.04,82.8960446105759,-43.03,0
1091,Hyderabad,Groceries,Regular,2025-03-18 03:22:00,3.43,330.3,32.78,64.13,32.01,56.74,23.22,65.60318896871674,-54.5,0
1092,Hyderabad,Groceries,Regular,2025-06-06 09:08:00,4.27,378.6,32.74,58.71,38.12,1.83,25.28,87.12610025826545,21.21,0
1093,Hyderabad,Groceries,Regular,2025-01-14 20:58:00,4.92,382.24,17.46,72.79,41.91,71.41,23.4,87.16633829192543,-81.48,1
1094,Delhi,Groceries,Regular,2025-03-27 07:33:00,3.99,306.22,38.7,68.22,47.47,70.42,23.88,70.0561924530246,-77.35,0
1095,Hyderabad,Groceries,Regular,2025-03-09 15:51:00,3.62,354.99,39.0,65.27,31.62,76.17,16.72,59.75713864496651,-74.3,0
1096,Hyderabad,Cafe,Regular,2025-06-18 03:44:00,5.81,449.85,44.91,78.9,40.31,21.46,28.79,76.4197044272944,-19.34,0
1097,Delhi,Groceries,Regular,2025-03-12 17:11:00,5.87,521.4,23.88,77.18,32.53,10.22,20.97,126.3749972406474,30.32,0
1098,Mumbai,Groceries,Regular,2025-05-12 05:52:00,1.45,646.56,28.27,51.34,46.98,55.43,20.66,137.9514578646833,12.47,0
1099,Chennai,Groceries,Regular,2025-03-14 19:45:00,3.15,566.44,29.13,57.17,27.31,23.04,19.16,131.53238458738977,53.14,1
1100,Hyderabad,Groceries,Regular,2025-01-28 05:21:00,5.11,380.12,17.65,75.46,35.14,78.41,26.15,57.09832689803583,-114.26,0
1101,Pune,Beauty,Regular,2025-06-11 16:34:00,2.81,325.25,25.14,51.58,33.08,28.67,14.83,61.55710710679435,-26.63,0
1102,Bangalore,Groceries,Premium,2025-04-28 07:34:00,4.69,287.92,41.88,71.21,38.91,12.37,21.46,63.08331218914763,-17.53,0
1103,Hyderabad,Groceries,Discount-Seeker,2025-02-17 03:04:00,3.29,437.36,24.77,51.96,24.92,15.13,20.99,104.6719474601762,37.43,0
1104,Mumbai,Groceries,Discount-Seeker,2025-05-29 12:01:00,1.89,663.58,31.89,47.7,25.84,15.32,18.5,157.09808397968482,100.13,1
1105,Hyderabad,Groceries,Regular,2025-04-26 16:11:00,4.68,503.01,22.37,71.83,31.25,37.69,17.68,88.388724277803,-30.01,0
1106,Bangalore,Groceries,Premium,2025-06-27 06:26:00,4.7,536.95,34.89,61.68,22.04,73.31,25.62,85.69141896252647,-36.45,0
1107,Mumbai,Cafe,Regular,2025-01-26 08:40:00,2.4,517.34,23.41,47.9,22.53,25.52,20.05,120.18458171986053,47.64,0
1108,Hyderabad,Cafe,Discount-Seeker,2025-06-27 21:51:00,1.0,344.14,28.08,47.08,38.82,73.27,15.5,83.81405392721558,-47.28,1
1109,Hyderabad,Groceries,Premium,2025-03-16 03:22:00,3.65,443.07,28.48,58.81,36.98,77.25,24.79,68.67886867795676,-75.88,0
1110,Delhi,Groceries,Discount-Seeker,2025-02-17 10:53:00,2.12,465.5,19.35,54.93,47.95,42.5,16.69,92.72562451549027,-33.3,0
1111,Hyderabad,Beauty,Regular,2025-01-05 13:52:00,2.74,408.59,35.78,60.02,37.78,68.83,13.51,86.51798813061971,-44.33,1
1112,Delhi,Groceries,Discount-Seeker,2025-05-18 10:45:00,0.91,501.84,37.1,35.85,42.67,37.28,15.31,95.4544400904514,16.75,0
1113,Hyderabad,Cafe,Regular,2025-02-03 15:33:00,1.49,607.7,38.53,47.83,30.3,12.97,13.77,140.6524544461945,88.08,0
1114,Delhi,Cafe,Regular,2025-05-26 13:52:00,5.23,451.7,15.5,75.51,21.41,65.79,22.7,88.99852724451833,-58.21,1
1115,Pune,Electronics,Discount-Seeker,2025-06-24 08:35:00,0.77,386.43,16.63,49.54,44.58,19.19,18.1,91.09652407823351,-5.58,0
1116,Bangalore,Groceries,Discount-Seeker,2025-06-24 18:24:00,5.58,226.99,17.4,75.81,48.72,71.8,28.57,40.48497965323998,-138.45,0
1117,Mumbai,Groceries,Premium,2025-05-03 22:51:00,5.33,242.04,30.04,75.13,49.97,32.87,27.33,60.4345855923824,-67.5,0
1118,Delhi,Beauty,Regular,2025-06-11 22:52:00,5.41,382.41,18.68,63.58,25.86,5.29,27.52,61.72976437023559,-14.32,0
1119,Delhi,Cafe,Regular,2025-03-05 22:20:00,5.14,350.76,44.66,62.0,29.69,10.12,22.37,58.31036167146693,1.16,0
1120,Hyderabad,Cafe,Regular,2025-04-05 05:52:00,5.41,621.36,25.05,72.7,27.35,23.15,22.87,111.43280358496979,13.28,0
1121,Pune,Beauty,Discount-Seeker,2025-05-17 12:51:00,3.76,558.29,38.14,55.08,43.52,57.03,22.02,108.95255845421694,-8.54,1
1122,Hyderabad,Groceries,Discount-Seeker,2025-01-06 17:33:00,4.51,526.17,26.0,62.53,37.84,78.33,21.32,130.39694850161175,-22.3,0
1123,Chennai,Beauty,Regular,2025-06-18 16:58:00,5.31,543.04,31.46,69.51,29.32,1.83,25.07,93.22974725820121,24.03,0
1124,Chennai,Cafe,Discount-Seeker,2025-01-21 16:34:00,4.31,357.63,35.64,61.27,26.33,58.99,25.36,65.51496576656619,-45.44,0
1125,Pune,Beauty,Premium,2025-04-03 11:27:00,2.38,562.32,24.69,49.31,47.61,74.5,20.6,102.90364664980373,-43.83,0
1126,Delhi,Groceries,Regular,2025-05-08 14:13:00,5.67,226.32,44.86,64.4,39.27,51.16,21.74,46.35168672554524,-63.62,1
1127,Chennai,Cafe,Regular,2025-01-03 07:31:00,5.15,398.69,36.86,73.57,21.38,36.6,27.11,63.71998293560348,-30.97,0
1128,Pune,Groceries,Discount-Seeker,2025-04-23 06:19:00,2.77,615.1,31.33,49.08,44.76,47.22,16.38,148.8810981624456,39.15,0
1129,Delhi,Beauty,Regular,2025-05-06 04:15:00,5.55,350.94,19.83,77.32,47.97,79.01,25.14,66.07349812335549,-118.4,0
1130,Bangalore,Cafe,Regular,2025-06-09 10:35:00,2.58,738.07,16.01,53.38,42.87,67.68,16.65,170.35640052886706,22.44,0
1131,Bangalore,Beauty,Regular,2025-01-30 15:25:00,5.74,441.85,15.69,66.48,29.71,38.7,22.9,81.09040951086696,-38.11,0
1132,Delhi,Electronics,Discount-Seeker,2025-05-23 08:33:00,1.68,487.76,41.2,40.91,46.49,73.22,14.01,87.54350911365574,-31.88,0
1133,Mumbai,Groceries,Regular,2025-02-23 21:52:00,0.53,680.13,23.0,38.26,25.94,10.58,9.13,153.64809709417833,101.87,1
1134,Mumbai,Groceries,Premium,2025-05-27 02:30:00,3.44,433.74,41.14,54.18,28.57,48.93,23.61,79.54401153876904,-11.0,0
1135,Bangalore,Groceries,Premium,2025-06-08 08:01:00,4.89,349.65,35.8,73.26,22.74,35.32,20.21,72.48496097275664,-23.04,0
1136,Hyderabad,Groceries,Premium,2025-06-06 04:07:00,2.92,502.22,43.08,47.92,30.12,34.25,18.43,91.84651072772594,22.64,0
1137,Bangalore,Electronics,Discount-Seeker,2025-01-31 09:01:00,2.18,220.81,24.57,51.06,41.07,50.15,14.54,48.80788962934063,-68.9,0
1138,Delhi,Beauty,Regular,2025-02-03 15:03:00,3.65,640.92,40.7,63.52,38.92,13.32,16.42,104.46189751570559,29.4,0
1139,Hyderabad,Groceries,Regular,2025-06-10 22:26:00,2.66,489.13,39.46,53.69,40.58,17.2,22.76,100.22825791453174,28.22,0
1140,Delhi,Groceries,Discount-Seeker,2025-05-05 04:12:00,1.18,469.07,37.52,45.17,22.53,35.06,10.39,76.6751125429263,11.44,0
1141,Mumbai,Groceries,Regular,2025-05-12 08:45:00,5.94,727.75,43.33,69.71,37.06,24.25,20.48,111.2988637261186,23.61,0
1142,Bangalore,Beauty,Premium,2025-06-26 12:05:00,3.38,579.83,28.38,60.69,37.83,67.83,23.06,123.51423598348708,-14.46,1
1143,Delhi,Groceries,Discount-Seeker,2025-03-03 14:47:00,2.28,340.92,26.84,44.17,27.93,22.66,20.61,79.81550776232046,11.9,1
1144,Pune,Beauty,Discount-Seeker,2025-01-20 05:07:00,2.08,324.42,19.14,43.81,25.8,71.58,20.07,54.238881814661156,-67.81,0
1145,Delhi,Groceries,Premium,2025-03-09 05:37:00,3.02,352.53,39.45,48.74,39.52,6.29,17.83,69.55293996964775,14.45,0
1146,Bangalore,Cafe,Regular,2025-05-21 01:24:00,0.98,349.35,17.08,43.03,27.27,35.99,16.77,56.32891685510896,-32.88,0
1147,Delhi,Groceries,Premium,2025-04-21 13:40:00,1.12,412.86,37.3,50.69,32.92,48.12,18.43,96.81410792374899,2.38,1
1148,Hyderabad,Groceries,Regular,2025-01-07 14:12:00,0.62,408.89,19.6,39.64,30.92,69.88,9.64,65.49350902450294,-55.35,1
1149,Pune,Cafe,Discount-Seeker,2025-01-13 17:49:00,4.93,421.85,25.06,70.2,35.3,57.43,21.28,82.09338428110762,-55.78,0
1150,Delhi,Electronics,Premium,2025-01-17 19:18:00,1.71,391.95,40.54,53.22,27.96,15.12,13.55,85.47360590172737,29.71,1
1151,Chennai,Groceries,Discount-Seeker,2025-02-06 10:16:00,3.58,434.43,32.8,64.7,31.81,33.72,15.73,92.83171260792075,-4.6,0
1152,Delhi,Cafe,Regular,2025-04-30 11:23:00,4.07,641.64,34.04,59.94,39.62,34.84,21.17,137.48225489029957,37.12,0
1153,Chennai,Groceries,Premium,2025-04-25 03:57:00,3.03,436.03,23.8,56.38,21.15,13.06,23.79,84.96147724129513,18.17,0
1154,Pune,Cafe,Premium,2025-01-24 12:41:00,4.75,334.43,38.55,62.16,41.07,40.29,20.49,61.291168308506165,-43.68,1
1155,Hyderabad,Groceries,Regular,2025-02-05 11:08:00,1.43,458.96,21.35,41.55,34.91,59.29,13.99,111.11361723254382,-3.29,0
1156,Mumbai,Groceries,Premium,2025-01-04 15:07:00,5.71,402.86,30.51,64.89,29.2,63.24,25.51,66.4118865648603,-60.41,0
1157,Hyderabad,Groceries,Premium,2025-02-23 14:05:00,1.69,519.58,23.26,49.29,26.0,17.78,13.55,103.24394323365478,33.43,1
1158,Delhi,Groceries,Regular,2025-05-31 14:00:00,4.59,341.36,16.41,63.88,47.3,62.75,21.28,76.64406324996683,-80.88,1
1159,Chennai,Beauty,Premium,2025-05-15 10:39:00,1.63,470.71,24.9,52.41,33.18,73.53,12.87,98.56883294687356,-35.65,0
1160,Chennai,Beauty,Regular,2025-05-21 12:09:00,0.86,449.18,42.89,36.47,32.88,42.21,17.62,106.84273296529204,38.17,1
1161,Pune,Groceries,Premium,2025-06-21 00:54:00,3.32,513.42,40.34,51.5,27.54,37.55,20.98,103.69229182172401,27.44,0
1162,Chennai,Beauty,Regular,2025-03-26 08:33:00,4.28,317.24,33.62,70.13,39.72,55.79,21.18,62.878986587338325,-69.14,0
1163,Chennai,Groceries,Regular,2025-01-26 15:02:00,0.6,535.69,35.87,42.59,28.95,35.63,15.65,109.64052018458797,38.34,0
1164,Mumbai,Groceries,Regular,2025-01-14 08:21:00,5.64,410.44,29.12,75.32,20.65,8.18,23.29,69.99041956228616,-5.04,0
1165,Hyderabad,Beauty,Discount-Seeker,2025-02-26 02:53:00,3.14,523.92,20.51,51.87,24.3,51.78,14.68,96.60505338538158,-10.83,0
1166,Delhi,Cafe,Discount-Seeker,2025-06-04 02:26:00,5.2,285.78,21.04,70.71,33.07,30.74,22.08,63.03446521795284,-50.45,0
1167,Pune,Groceries,Regular,2025-01-20 17:23:00,2.87,423.21,28.89,61.02,43.45,13.74,19.1,92.00166649089533,2.68,0
1168,Delhi,Groceries,Regular,2025-02-02 14:15:00,0.88,443.97,43.72,49.89,48.12,28.0,17.05,96.18525003221592,13.9,1
1169,Chennai,Groceries,Regular,2025-06-15 11:51:00,0.95,444.3,26.88,45.17,25.6,4.25,18.97,84.4600883801452,36.32,0
1170,Mumbai,Groceries,Premium,2025-06-21 12:41:00,4.04,347.06,15.41,56.89,44.99,48.72,24.24,79.59372832722414,-55.6,1
1171,Chennai,Beauty,Premium,2025-06-08 09:35:00,4.04,490.23,26.37,68.76,34.72,19.05,20.61,78.03137533933611,-18.13,0
1172,Bangalore,Cafe,Premium,2025-06-08 23:07:00,3.71,377.37,16.78,57.47,27.33,41.55,19.79,73.13042097243611,-36.44,0
1173,Hyderabad,Cafe,Regular,2025-06-20 23:06:00,2.42,524.87,24.09,58.69,34.93,77.84,22.56,115.03921480579633,-32.33,0
1174,Delhi,Groceries,Discount-Seeker,2025-04-03 23:55:00,2.49,476.99,26.49,53.57,25.62,3.58,15.14,77.3864888885348,21.11,0
1175,Mumbai,Groceries,Premium,2025-01-14 03:42:00,3.1,390.21,17.79,62.0,27.4,74.22,18.58,77.89088868627155,-67.94,0
1176,Bangalore,Groceries,Regular,2025-02-26 21:38:00,0.84,447.53,41.62,37.35,40.67,35.54,14.09,76.31669888589367,4.38,1
1177,Chennai,Groceries,Regular,2025-01-02 04:50:00,4.56,689.7,36.37,69.05,22.91,4.58,18.46,110.29602725063154,50.13,0
1178,Delhi,Beauty,Premium,2025-03-13 18:23:00,4.2,679.97,42.94,60.84,23.33,40.87,23.71,120.29084496868167,38.19,0
1179,Mumbai,Groceries,Discount-Seeker,2025-03-17 10:25:00,2.7,500.75,25.15,60.93,45.93,65.56,20.09,107.35849367197086,-39.91,0
1180,Mumbai,Groceries,Regular,2025-04-19 10:34:00,5.97,667.48,35.28,78.17,23.5,30.21,23.65,110.6018548540434,14.0,0
1181,Delhi,Groceries,Discount-Seeker,2025-04-03 18:41:00,4.45,227.63,30.92,68.74,39.07,62.97,20.39,55.548682253458004,-84.31,0
1182,Bangalore,Beauty,Regular,2025-02-01 12:54:00,3.9,140.88,44.98,64.2,48.04,62.55,19.61,23.205691579734818,-106.6,1
1183,Pune,Groceries,Regular,2025-02-24 22:22:00,5.52,525.7,23.25,68.33,25.01,55.07,25.81,88.63885626827143,-36.52,0
1184,Mumbai,Cafe,Regular,2025-05-18 20:40:00,1.86,493.15,24.58,54.4,38.76,10.99,18.39,109.06331228134408,29.49,1
1185,Delhi,Beauty,Discount-Seeker,2025-03-16 18:01:00,2.17,447.93,36.89,45.26,27.24,42.62,22.18,109.36895748174994,31.14,0
1186,Bangalore,Groceries,Discount-Seeker,2025-06-06 20:59:00,4.58,585.08,26.71,57.69,22.1,43.81,26.43,96.8577511112384,-0.03,1
1187,Pune,Groceries,Discount-Seeker,2025-01-11 10:40:00,1.71,541.21,20.3,50.76,49.54,3.27,18.34,125.78998956110473,42.52,0
1188,Hyderabad,Groceries,Regular,2025-06-16 23:33:00,1.66,583.85,34.42,52.52,29.12,44.84,11.35,116.39061762590524,24.33,0
1189,Mumbai,Cafe,Regular,2025-04-13 05:41:00,3.8,345.75,17.24,61.72,28.54,44.22,16.62,73.14414316521854,-44.1,0
